"id","user_id","movie_id","content_review"
2355,1,87827,"Perfectly written, amazingly filmed, and surprisingly ended. Definitely, going in my amnisa list."
2662,1,106,"Ball busting Vietnam allegory McTiernan style delivers wholesale. 

I will start this by giving my ratings, yes plural because to me as a sci-fi/action film fan the film has few peers, it is 100% pure suspense testo explosive fun that along side John McTiernan`s other action template Die Hard, stands the test of time to the point that it will be thrilling viewers long after we have left this earth. So with that I give it a personal rating of 10/10, it`s faultless for my needs in a genre I indulge and lose myself in on a frequent roster. For any other movie fan aware of the genre`s traits and peccadilloes without being a fan of sorts, then I rate the film easily at 7 or 8 out of 10, what`s not to like here?

The film is without a shadow of a doubt another allegory of Vietnam, a crack unit of soldiers are stuck in a central American jungle being killed off by an invisible enemy, the soldiers are there after being lied to by the powers that be, tactics are paramount but the enemy that stalks them holds all the aces. This crack special rescue team are a testosterone fuelled band of beef, Arnold Schwarzenegger, Carl Weathers, Sonny Landham, Bill Duke & Jesse Ventura, these five alone have a combined muscle weight heavy enough to have sunk the Titanic, and McTiernan uses the beefcakes to the max in a series of joyous ball busting sequences.

The dialogue is sharp and funny with Schwarzenegger quipping his way thru the first reel, and the score from Alan Silvestri pumps the blood at just the right time, whilst the effects crew have done sterling work to bring this ""hardest man in the world versus bad ass alien predator"" to life, none more so than when viewing POV heat seeking infa-red shots as our deadly alien killer. The end throws up some interesting thoughts, that have for better or worse? Been fleshed out with further films involving the predator of the title, but one should judge this film as a single entry because it sits at the top of the tree as one of the best of it`s kind; so truly this is a benchmark for the genre that will take some beating as far as I`m concerned.

Enjoy 10/10"
2216,1,863,"When I was a kid, I remember thinking that _Toy Story 2_ was pretty good, but nothing on the original. Over the years, I`ve known many, many, many people, and seen a great number more online, who are of the opinion that this second entry is not only better than its predecessor, but that it went on to stay the best film in the (now 4 movie strong) series. I always sorta figured, that when I grew up and rewatched it, I`d reach the same conclusion, so, uh, nope. Basically. That never happened. _Toy Story 2_ is pretty good, but nothing on the original.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._"
2217,1,863,"One of the greatest sequels around. <em>`Toy Story 2`</em>, whilst marginally inferior, still manages to create the same magic that the original has - which is mightily impressive.

It, at least to me, has less humour but what it loses there it makes up for in the premise, which is arguably more interesting when compared to the 1995 film. I very much enjoy it, especially the location of the finale.

Tom Hanks is again fabulous as Woody, while Tim Allen (Buzz) & Co. remain as entertaining as before. They also introduce some cool new characters, with the standout being Jessie who is voiced astutely by Joan Cusack; Jessie`s backstory is so well done. Al (Wayne Knight) and Pete (Kelsey Grammer) are good additions, too.

There are some tremendous scenes here, that one for Cusack`s character and the conclusion are my favourites alongside the ultra satisfying restoration scene; the end credits are amusing, also. It`s all fun.

The other two sequels are brilliant, but this is the pick of the three. I`d highly recommend, evidently."
2218,1,10054,"Decent watch, probably won`t watch again, but could recommend for a younger audience.

There just isn`t enough here for an older audience.  Maybe parents will get a kick out of seeing this and imagining their kids....but given the amount of sibling infighting, probably not.

Alan Cumming absolutely steals the show with his Willy Wonka impersonation, and I`m furious that he didn`t get the role over Depp when they did the reboot.

The casts is odd, but does a great performance, and the kids having to fight themselves really did a great job.

It`s probably still has good than bad, but just can`t say you should watch this right now with all the options out there."
2219,1,703745,"Better than the lame sequel and this one does have its moments, including the shark killing a character following a valiant speech, but many of the characters were, especially early on, a bit obnoxious being the cliched preachy environmentalist. In addition, performances weren`t exactly the best either. However, there were some fun kills at least so it`s probably worthy of a rental, though still a far cry from the first film. **2.5/5**"
2220,1,703745,"Following up the events of the 2018 release “Deep Blue Sea 2”; “Deep Blue Sea 3” has arrived on home video and video on demand.

The film centers around a small group of researchers on a small floating city off the coast of Africa. The team is headed by Dr. Emma Collins (Tania Raymonde), who looks to study Great White sharks as a basis for how Climate Change can impact humanity as well.

As she and team go about their routine, a boat arrives with her ex and a team of divers. The new arrivals claim that a group of Bull Sharks has been hunting and they have been tasked with tracking, containing, and possibly eliminating them.

Emma is skeptical as Great Whites are more than capable of dealing with Bull Sharks but a discovery during a dive convinces her that they are dealing with far more than they have been lead to believe.

What follows is a race against time to get to the truth and survive the onslaught of the dangerous genetically altered sharks.

Although better than the last film; the movie does suffer in the story and acting as the story lacks any real tension and the cast delivers the lines with a minimum of energy. What the film does well is have some really good underwater scenes and some very original and fun take outs by the Sharks. You know what you are getting with a straight to video shark film and while “Deep Blue Sea 3” is not going to stand out in terms of its story and acting; it does have some passable FX and is ideal for some no-brainer fun and is ideal for a fun distraction.

2.5 stars out of 5
www.sknr.net"
2221,1,703745,"Not as great as the original movie, which is considered the second-best shark movie since Jaws (1975), Deep Blue Sea 3 still manages to keep you entertained with better CGI, a better plot than the second instalment, and an overall active screenplay that is more about `sharks on a vengeful killing spree` than `humans making dumb decisions`. Watch it if you are a shark film aficionado like me. (Grade C). TN."
2222,1,825997,"Very Disappointing, poor screenplay, confusing story with no clear goal at the end. Decent cast but direction/script made then seem less than qualified. Not worth a second look, not sure the first was worth it either. ⭐⭐"
2223,1,808023,"Has some interesting elements but ""The Virtuoso"" (how Anson Mount`s character is credited) is kind of an idiot for being some kind of world-class hitman (not sure why he`d take an assignment to some tiny town with no name or picture of his target), plus his monotone narration can lull you to sleep if you`re not careful.

Anthony Hopkins was mailing it in as most stars of his ilk tend to do with these direct-to-video films (and majority of scenes take place in a dark office), but nice to see Abbie Cornish in all her glory... IDK, it`s not at all terrible but doesn`t make a whole lot of sense either.

I can see what the writers and director was going for, just didn`t work all that well. **2.5/5**"
2224,1,808023,"_**“Are you an assassin?” “I’m a soldier.” “You’re neither.”**_

A professional assassin (Anson Mount) is given an ambiguous gig in a small town in the Poconos. Can he get the job done with as little collateral damage as possible? Anthony Hopkins plays his boss, Abbie Cornish a waitress and David Morse a deputy.

""The Virtuoso"" (2021) is a neo-noir crime drama/thriller with a Tarantino bent. Films with criminal protagonists don’t usually interest me unless there’s angle of redemption or some other intriguing aspect. “Death Wish,” “The Punisher” and “Taken” are exceptions because the central character isn’t really a criminal, but rather a (anti)hero on a mission of justice denied by the system.

This is a well-made neo-noir with an interesting second person narration. It doesn’t focus on eye-rolling action scenes and explosions every five minutes, but rather the assassin figuring out the mission, executing it (no pun intended) and surviving. Unfortunately the gross contrivances of the script emerge in the last act and it’s impossible to suspend disbelief, as they say. I get the message of the film, but what do I care? Assassins who heartlessly murder people simply to make a good living are criminal scumbags and should be executed themselves.

Still, the heavy mood is to die for, the psychology of a professional assassin is well written, Mount makes for a great masculine protagonist, Abbie is jaw-dropping in a curvy way, the second-person narration is effective and the locations & score are superb. 

The movie runs 1 hour, 50 minutes, and was shot in Scranton, Pennsylvania, in the Poconos, as well as Santa Ynez, California, which is about an hour’s drive west of Malibu. 

GRADE: B-/C+"
2225,1,857,"Great WWII war action in France, but too much of the drama is weak

RELEASED IN 1998 and directed by Steven Spielberg, ""Saving Private Ryan"" (SPR) is about the Normandy invasion and its immediate aftermath from June 6-16, 1944. The focus is on a Captain (Tom Hanks) and his men who are commissioned to find a paratrooper (Matt Damon) whose brothers have been killed in action.

No one`s supposed to say anything bad about SPR. To do so is considered sacrilege, but I have to be honest about what I like and don`t like about Spielberg`s popular WWII war flick. The initial beach landing (shot at Curracloe Beach, Ballinesker, Ireland) is outstanding, as is the closing half-hour battle at the crumbling village of Ramelle.

In between these two great bookends are a few quality sequences, but I didn`t find a lot of the drama all that engaging or convincing. The cast is notable (also including Tom Sizemore, Barry Pepper, Edward Burns, Giovanni Ribisi, Jeremy Davies, Vin Diesel, et al.), but the characters never struck me as real for the most part. I`ve seen the film three times and each time I was too often conscious of the fact that I was watching actors portraying WWII characters in a movie. When you see a truly great picture, by contrast, you completely forget you`re watching a movie, e.g. the original ""Apocalypse Now"" (1979).

Moreover, too many of the situations in SPR, including the dialogue, simply struck me as unreal or annoyingly treacly. Exhibit A is the moronic dog-tag sequence, which was supposed to be emotionally stirring but just made me roll my eyes. But, like I said, no one can criticize SPR and get away with it, even if the criticism is legitimate. It`s like you`ll be accused of being un-American or something, which is far from the case with me since I love America; I just can`t stand the corrupt government & politicians, particularly the loony DemonKKKraps.

In light of my criticisms, I simply don`t get why so many praise SPR as ""the greatest war movie ever made."" Again, the opening and ending battle sequences are great but the dubious dramatics leave quite a bit to be desired.

I`ve heard SPR hailed on the grounds that much of it was taken ""verbatim from first-hand, eye-witness accounts of the real Normandy invasion."" I`ll take their word for it, but this isn`t what I object to. I object to the contrived, sappy, questionable way Spielberg depicted the dramatics and the fact that I was unable to buy the characters as real. The aforementioned dog-tag sequence is just one example, others include the French father’s stupefying actions and the forced fight at the radar station and how it’s resolved (ooh, the Captain’s a high school teacher, whoopee).

Nevertheless, there IS a lot of good in SPR that makes it worth viewing. You can’t beat the battle sequences, the cast and the convincing WWII visuals throughout.

THE MOVIE RUNS 2 hours, 49 minutes and was shot in Ireland, England and France. WRITER: Robert Rodat.

GRADE: C+/B-"
2864,1,166428,"FIERY! Toothless’ newfound ability was awesome. It gave justice to the ""Night Fury"" classification."
2226,1,857,"This movie should be known for changing Historical War Dramas as we know them. It was the first to accurately depict the carnage of war, and changed the direction of this genre of movies for all time. The initial D-Day scene was fantastic. Afterwards, Tom Hanks is ordered to chose a team of his men and look for James MacGuffin Ryan from Iowa. In order to achieve this goal, Hanks takes us across the entire back drop of world war 2, all the while making us ask, is all this worth  just one man?

Honestly it`s a must watch and is on my ""Difinitive Movie List"""
2227,1,857,"I watched this movie during a project at school. Saving Private Ryan was a beautiful and, above all, realistic film. The film presented in a realistic way how the war went then. Most of the film was set in Europe in 1944. The story is that American soldiers are being sent to Europe to fight against the Germans. The American boy James Francis Ryan is sent to Europe with his brothers as a soldier. After the invasion of Normandy it appears that all his other brothers have already died and he is the only one left. That is why corporal Miller is instructed to look for him and return him home.
The main actors who play in the film are Tom Hanks who plays corporal Miller and Matt Damon who plays the soldier Ryan. You also have all the soldiers in the group of corporal Miller. I think the characters in the film are very well thought out because they contain characters that are very brave, but also characters who have a hard time in the war. With this they show that not every soldier was as heroic as everyone thought.
The film was made on a set that I thought looked very realistic. In the background you saw the buildings that were about to collapse and the shots. I also really liked the sound that came with the film. For example, when a tank arrived, you heard that it was slowly approaching."
2228,1,857,"Recensie saving private Ryan

Information about the movie
Title: Saving Private Ryan
Regisseur: Steven Spielberg
Most important actors: Tom Hanks as Captain Miller en Matt Damon as Private Ryan
Genre: War, Drama and history 
Setting: Normandy, France
Plot: During WWII, Chief of Staff, General Marshall is informed that three of a woman`s sons have been killed and that she`s going to receive the notifications of their demise at the same time. And when he learns that a fourth son is still unaccounted for, the General decides to send a unit to find him and bring him back, despite being told that it`s highly unlikely that he is still alive and the area that he was known to be at is very dangerous. So, the unit consisting of 8 men are sent to find him but as stated it`s very dangerous and one by one, they are picked off. Will they find him and how many of them will still be alive?

I saw this movie at school. I think it`s a good film because, the director is very good because it seemed like you were really in it because the camera moved with it. In the quiet parts, the image was also quiet and when it became chaotic, the image was also chaotic. The characters were very realistic and felt as if they were really in a war, and for the costumes it looked very real and the same for the decor it looked like you were in war in France. I liked the movie but thought it was a bit too long, so I give it a 9/10."
2229,1,767,"Hormones over excitement as part six is merely an appetiser to the double billed closure to come.

Death Eaters are running amok as Dumbledore has an important task for Harry and Voldermort has one for Draco; all set to the backdrop of raging adolescent hormones. While Harry also acquires a rather helpful book written by the mysterious Half-Blood Prince.

Potter 6 is not as dark as the pre-release chattings suggested it would be. Yes there`s the usual dark moments, including a shattering turn of events that sets it up nicely for the finale, but this instalment is mostly fun, gentle and even sexy. Harry, Ron & Hermione are more under threat from their own adolescent urges than they are from the swirl of a Death Eater or the appearance of one young & creepy Tom Riddle. This of course makes for good viewing to most of us who have grown with the characters, with the principal young actors having nicely grown into said characters. But can it sustain a two and half hour running time? No it can`t is the ass numbingly honest answer. There`s some quality set-pieces including Quiddich (for a change) and a swamp attack by the Death Eaters, but by and large it`s talky and breezy in equal measure.

A filler Potter movie then, one that is far breezier than expected. Good but not great, but as a set up for the epic conclusion it hits all the right buttons. 6/10"
2230,1,767,"The seventh installment, the appetiser.

As the ultimate wizarding battle between good and evil draws ever closer, Harry, Hermione and Ron bunk off from Hogwarts to go search for the ""Horcruxes"" with which to halt the ever stronger Voldermort and his army, on the way they learn the importance of the Deathly Hallows artifacts.

So this is the one that sees the comfort confines of Hogwarts left behind as our intrepid trio of best pals hit the mountains and forests in search of the tools to stop old snake face in his tracks. In what is ultimately a chase/escape movie, one where the characters have to fight not only a number of challenges that come their way, but also their new found in-fighting capabilities, Deathly Hallows 1 wonderfully dangles the carrot for the final series entry to come. But the overriding thoughts you come away with from it is that firstly it`s not really that much fun, and secondly that it shouldn`t have been a stand alone movie. Too much of it plods where exposition and padding strains to get the film through its near two and half hour running time. Without the hustle and bustle of Hogwarts, and the myriad of characters that reside within, film struggles to escape the over reliance on just three central characters and a ream of MacGuffins. While some of the comedy and tender moments fall flat because tone is firmly pitched at dark clouds a gathering. However, where it does reward is with the action sequences, with David Yates once again proving he`s a considerable talent when it comes to directing such passages.

New additions to the cast list feature Rhys Ifans, Peter Mulan and Bill Nighy, all welcome, and all sadly underused. As is the return of some older characters from earlier series entries (do you remember John Hurt was in the first film?!). While the thread involving the Ministry of Magic, and its nasty transformation into a Nazi like call for non-magical folk ethnic cleansing, is supremely adult and hits the nerves as it should do. Of the three principal young adult actors, it`s still Emma Watson leading the way on ability, but alongside her, Radcliffe and Grint have earned our love and respect over the years for having to carry the weight of such expectation that has come with these roles. Fact is, is that now, having grown up with them and their characters for over ten years, we surely can accept them for not being multi ranged child actors. They have had to embody one character each for a decade, the range as such is the naturalism of aging through childhood like they have. Job done!

Tension is high and the magical moments engage big time, but the draggy nature of the beast makes this a film purely working as an appetiser to something sure to be far bigger and better. 6/10"
2231,1,767,"Has the quality direction of _Order of the Phoenix_ but manages to separate itself from that movie by having a script that isn`t shit. 

Final rating:★★★ - I liked it. Would personally recommend you give it a go."
2232,1,9714,"Good watch, probably won`t watch again, but can recommend.

This kid definitely isn`t Macaulay Culkin, but Alex D. Linz was able to carry this movie, and he did it again in ""Max Keeble`s Big Move"".

I`ll be honest I re-watched this because ""Hot Ones"" mentioned Scarlett Johansson was in it, and I couldn`t remember that.  She has a bit role, but even back then (possibly unrefined, the role didn`t have a lot to work with) she was a big personality in a small role.  She has one, brief, powerful scene that would really be worth remembering: most of it is the messing up the burglars.

This has a very different vibe than the first 2 movies.  While Kevin was isolated and unable to get help, Alex starts by doing everything right to get help, but no one believes him so he feels forced to ""do the right thing"".  However it manifests in almost a psychotic fashion.

Of course, almost everything that happens in this movie should kill someone, but doesn`t.  It also had a very easy out: at any time Alex could give the chip up, and it would be over, the bad guys leave the country: he`s heavily volunteering for this carnage.  Kevin was being targeted, he saw their faces and was actually defending himself and his home because the ""wet bandits"" were coming for HIM.

Ultimately it`s fun and charming, and interesting what the limits of technology were back in 1997 with cellphones and pagers, RC cars with block long range, but not wireless cameras, but remote control gizmos that can turn on the neighbors tv.

The biggest problem I have with it is that his brother`s bird is basically as smart a person, having conversations, and taking bribes (or insisting on being paid at least), and the worst bit is that I know there are people with birds as smart as that.  I`m not sure if it would be a Conure, but I don`t deal in parrots.

That said, it`s not overly hilarious, it`s not bad, but it`s just not great either."
2233,1,862,"This movie came out when I was three. Now I`m twenty seven and the goddamn thing still holds up.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
2234,1,862,Decided to revisit this after many years and still holds up so well. Great movie for both kids and adults with wonderful teachable moments. Just a groundbreaking animated movie all around. **4.5/5**
2375,1,135397,"I was a huge fan of the original 3 movies, they were out when I was younger, and I grew up loving dinosaurs because of them. This movie was awesome, and I think it can stand as a testimonial piece towards the capabilities that Christopher Pratt has. He nailed it. The graphics were awesome, the supporting cast did great and the t rex saved the child in me. 10\5 stars, four thumbs up, and I hope that star wars episode VII doesn`t disappoint,"
2235,1,862,"A stunning feature film entrance from Pixar! <em>`Toy Story`</em> is a true delight, from the first second to the last.

The CGI animation is excellent. All the toys look brilliant, as does the world itself - I love the feel of it. The music is very good, Randy Newman does a nice job - ""You`ve Got a Friend in Me"" is a cracker.

Tom Hanks leads a strong cast. Hanks plays Woody, to fantastic effect. He is the best part of this film. Tim Allen is great, too, as Buzz Lightyear. Don Rickles (Mr. Potato Head), Wallace Shawn (Rex) and John Ratzenberger (Hamm) also bring fun.

Everything else is just as terrific: the humour, the pacing, the plot - I enjoy it all. There are probably some flaws in parts, namely Buzz`s supposed unawareness, but nothing impacts the viewing experience. Go watch!"
2236,1,2454,"A definitive downgrade on the first film, but this sequel still entertains to a good level.

<em>`The Chronicles of Narnia: Prince Caspian`</em> is a suitably entertaining production, if not an exceptional one; though it`s not far off. I like the fresh new story and the fact that all four of the youngsters remain, but the change from dark, snowy settings to plain, summer-like conditions means the film does lose some spark. There`s also much less intrigue with the villains.

Georgie Henley (Lucy), William Moseley (Peter), Anna Popplewell (Susan) and Skandar Keynes (Edmund) are again enjoyable in their roles. Liam Neeson, just barely, reprises his role of Aslan - his inclusion does feel forced, as great a character as he is.

Away from those four, you have a number of new faces. Ben Barnes (Caspian), Peter Dinklage (Trumpkin), Warwick Davis (Nikabrik) and Eddie Izzard (Reepicheep) are my standouts. Barnes is solid, I liked watching Caspian. Dinklage is great, while Davis and Izzard are welcomed newbies. Like the first film, the casting here is done astutely.

They definitely should`ve shortened this though, the ending does drag a fair bit. There`s also a couple of different moments that feel like the end, yet evidently aren`t - there`s certainly more than a few pacing issues.

With all that said, I still had a more than decent time watching."
2237,1,60304,Nice fantasy and action movie. Interesting to see again Gemma Arterton and good FX but nothing else to remark.
2238,1,60304,"This is a movie which you watch for the action and the special effects and pretty much nothing else. As such it is a excellent movie. The original story of Hansel & Gretel is essentially only used to boot this movie. The movie itself plays out when Hansel & Gretel are adult witch hunters.

The movie is pretty much action all the way. It is fairly violent and goory action at that. It is not a movie for the kids. To me this is an advantage. I do not think I would have liked it as much if they had dumbed it down to a standard PG-rated Hollywood creation. I really enjoyed the hard-ass Hansel & Gretel duo kicking witch ass in so many way.

The special effects are not bad and the medieval yet kind of modern weaponry that Hansel & Gretel swings around are quite cool looking. Not very believable perhaps but then neither are witches so… The witches themselves are also fairly cool. Especially the witch-gathering near the end of the movie is indeed a grim (ha ha) collection of freaky creatures.

I was not too thrilled about the idiot law keeper. His utter stupidity bugged me throughout the entire movie. I really whished they would have dragged out the end for him a bit more. Well he did meet a suitable end at least.

Overall, I enjoyed this movie a lot. If you though this was to be “just” a Hansel & Gretel movie the you are probably going to be disappointed. I knew more or less what I went for so I was just enjoying myself. I was surprised at the level of gore, exploding heads, troll-squished humans etc… but, as I said above, I think it was a good thing that they did let it be done in the way the producer/director obviously intended for it to be made."
2239,1,60304,"***Kick axx continuation of the sylvan fairy tale about slaying diabolical witches***

In Medieval Germany, Hansel & Gretel (Jeremy Renner & Gemma Arterton) are now adults and formidable witch slayers, not to mention considered heroes in the community. When numerous children turn-up missing, they trace the problem to an unholy celebration orchestrated by a grand witch (Famke Janssen). Fetching Pihla Viitala plays a redhead villager accused of witchcraft.

""Hansel & Gretel: Witch Hunters"" (2013) is a dark fantasy/action/comedy/horror that takes the German fairy tale by the Brothers Grimm and envisions events about twenty years later. Imagine the excellent “Season of the Witch” (2011) meshed with the fantasy elements of the fable and you’d have a good idea of this movie. “Dracula Untold” (2014) and “Snow White and the Huntsman” (2012) are good contemporary associations, but “Hansel & Gretel: Witch Hunters” is noticeably superior.

This movie just kicks total axx from beginning to end with Gemma jaw-dropping as the take-no-sheet heroine and Renner rising to the challenge. The witches are ee-vil and worthy of nothing other than immediate slaughter, which is basically the siblings’ modus operandi. There’s a lot of thrilling action and gore, some of it so over-the-top it’s amusing; there’s even a terrible troll. And the movie LOOKs great. If you like dark woodsy adventure and don’t mind fantasy, don’t miss out on this excellent film.   

The film is doesn’t overstay its welcome at 1 hour, 28 minutes; and was fittingly shot completely in Germany.

GRADE: A"
2240,1,728526,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/encounter-spoiler-free-review

""Encounter features good performances, but sadly, it fails to deliver a creative, captivating take on an ""alien invasion"" flick.

Riz Ahmed tries his best to carry Michael Pearce`s work to safe harbor, but the unsurprising, generic narrative lacks compelling character development to help the viewers reach the final act still interested about how everything`s going to end.

From a technical standpoint, no element stands out enough to bring the film up a notch. Almost everything about it feels copied from better movies, and its themes have been approached countless times before.

If the filmmakers can`t bring uniqueness to their story and characters, then the viewers will struggle to care about it...""

Rating: C-"
2241,1,5175,"Didn`t know I had a favourite _Rush Hour_ movie until today. I guess I do, and it`s this one. Still pretty crap though.

_Final rating:★★ - Definitely not for me, but I sort of get the appeal._"
2261,1,363088,"A fine watch, but the novelty and freshness that the first film had has dissipated.

I enjoyed <em>`Ant-Man and the Wasp`</em> just about enough. It`s the MCU`s weakest film, up until this point at least, so far. I rate the 2015 film quite a bit, it`s entertaining and something different, but this sequel kinda felt flat to me for the majority. There`s marginally enough there to like though.

Paul Rudd is satisfactory as the lead, while Evangeline Lilly, Michael Douglas and Michael Peña remain as solid as before. Michelle Pfeiffer and Laurence Fishburne are cool additions, but I can`t say their characters are all that memorable - still passable, mind you.

The action is the film`s biggest plus. The shrinking stuff always looks good, too. The humour is at a suitable level. Overall, it`s an OK watch."
2376,1,135397,Overall action packed movie... But there should be more puzzles in the climax... But I really love the movie.... Excellent...
2865,1,166428,"It was wonderful to see Hiccup as the one who was helping Toothless. A friendship that was not selfish, but rather, giving."
